WATER_BODY,PSN,STN_DATE,YEAR,SEASON,PARAMETER_CLASS,CODE,ABBREV,FULL_NAME,VALUE_REPORTED,UNITS_REPORTED,VALUE_MG_L,FLAG,DETECTION,DEPTH_FROM,DEPTH_TO,LATITUDE_DD,LONGITUDE_DD
LAKE SUPERIOR,196,2008-09-22 02:16:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.006200,MG P/L,0.0062,,0.00050000,19.00,.00,46.74889,-90.70389
LAKE SUPERIOR,196,2008-09-22 02:16:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003400,MG P/L,0.0034,,0.00050000,24.00,.00,46.74889,-90.70389
LAKE SUPERIOR,196,2008-09-22 02:16:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003700,MG P/L,0.0037,,0.00050000,28.00,.00,46.74889,-90.70389
LAKE SUPERIOR,196,2008-09-22 02:16:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001400,MG P/L,0.0014,,0.00050000,1.00,.00,46.74889,-90.70389
LAKE SUPERIOR,196,2008-09-22 02:16:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001400,MG P/L,0.0014,,0.00050000,14.50,.00,46.74889,-90.70389
LAKE SUPERIOR,196,2008-09-22 02:16:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001900,MG P/L,0.0019,,0.00050000,19.00,.00,46.74889,-90.70389
LAKE SUPERIOR,196,2008-09-22 02:16:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001600,MG P/L,0.0016,,0.00050000,24.00,.00,46.74889,-90.70389
LAKE SUPERIOR,196,2008-09-22 02:16:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001400,MG P/L,0.0014,,0.00050000,28.00,.00,46.74889,-90.70389
LAKE SUPERIOR,2,2008-09-16 23:46:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002900,MG P/L,0.0029,,0.00050000,1.00,.00,46.54306,-84.74833
LAKE SUPERIOR,2,2008-09-16 23:46:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002700,MG P/L,0.0027,,0.00050000,21.00,.00,46.54306,-84.74833
LAKE SUPERIOR,2,2008-09-16 23:46:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.008700,MG P/L,0.0087,,0.00050000,27.00,.00,46.54306,-84.74833
LAKE SUPERIOR,2,2008-09-16 23:46:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003100,MG P/L,0.0031,,0.00050000,36.00,.00,46.54306,-84.74833
LAKE SUPERIOR,2,2008-09-16 23:46:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.005500,MG P/L,0.0055,,0.00050000,91.00,.00,46.54306,-84.74833
LAKE SUPERIOR,2,2008-09-16 23:46:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003600,MG P/L,0.0036,,0.00050000,99.00,.00,46.54306,-84.74833
LAKE SUPERIOR,2,2008-09-16 23:46:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001900,MG P/L,0.0019,,0.00050000,1.00,.00,46.54306,-84.74833
LAKE SUPERIOR,2,2008-09-16 23:46:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002600,MG P/L,0.0026,,0.00050000,21.00,.00,46.54306,-84.74833
LAKE SUPERIOR,2,2008-09-16 23:46:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.003200,MG P/L,0.0032,,0.00050000,27.00,.00,46.54306,-84.74833
LAKE SUPERIOR,2,2008-09-16 23:46:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.003300,MG P/L,0.0033,,0.00050000,36.00,.00,46.54306,-84.74833
LAKE SUPERIOR,2,2008-09-16 23:46:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002500,MG P/L,0.0025,,0.00050000,91.00,.00,46.54306,-84.74833
LAKE SUPERIOR,2,2008-09-16 23:46:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002600,MG P/L,0.0026,,0.00050000,99.00,.00,46.54306,-84.74833
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002300,MG P/L,0.0023,,0.00050000,1.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.005300,MG P/L,0.0053,,0.00050000,1.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003300,MG P/L,0.0033,,0.00050000,9.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.004700,MG P/L,0.0047,,0.00050000,23.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002900,MG P/L,0.0029,,0.00050000,38.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002000,MG P/L,0.002,,0.00050000,100.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003100,MG P/L,0.0031,,0.00050000,183.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.010100,MG P/L,0.0101,,0.00050000,191.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.000500,MG P/L,0.0005,<,0.00050000,998.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,1.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001600,MG P/L,0.0016,,0.00050000,1.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001400,MG P/L,0.0014,,0.00050000,9.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002100,MG P/L,0.0021,,0.00050000,23.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001900,MG P/L,0.0019,,0.00050000,38.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001200,MG P/L,0.0012,,0.00050000,100.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002300,MG P/L,0.0023,,0.00050000,183.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002100,MG P/L,0.0021,,0.00050000,191.00,.00,47.13111,-91.11111
LAKE SUPERIOR,201,2008-09-21 10:01:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.000500,MG P/L,0.0005,<,0.00050000,998.00,.00,47.13111,-91.11111
LAKE SUPERIOR,208,2008-09-21 20:24:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003200,MG P/L,0.0032,,0.00050000,1.00,.00,46.93833,-91.44889
LAKE SUPERIOR,208,2008-09-21 20:24:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.000500,MG P/L,0.0005,<,0.00050000,998.00,.00,46.93833,-91.44889
LAKE SUPERIOR,208,2008-09-21 20:24:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,1.00,.00,46.93833,-91.44889
LAKE SUPERIOR,208,2008-09-21 20:24:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.000500,MG P/L,0.0005,<,0.00050000,998.00,.00,46.93833,-91.44889
LAKE SUPERIOR,212,2008-09-21 18:17:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.004800,MG P/L,0.0048,,0.00050000,1.00,.00,46.75000,-91.67417
LAKE SUPERIOR,212,2008-09-21 18:17:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002000,MG P/L,0.002,,0.00050000,1.00,.00,46.75000,-91.67417
LAKE SUPERIOR,216,2008-09-21 13:54:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002700,MG P/L,0.0027,,0.00050000,1.00,.00,46.90722,-91.82111
LAKE SUPERIOR,216,2008-09-21 13:54:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001600,MG P/L,0.0016,,0.00050000,1.00,.00,46.90722,-91.82111
LAKE SUPERIOR,218,2008-09-21 16:47:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002800,MG P/L,0.0028,,0.00050000,1.00,.00,46.81639,-91.88556
LAKE SUPERIOR,218,2008-09-21 16:47:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,1.00,.00,46.81639,-91.88556
LAKE SUPERIOR,221,2008-09-21 15:40:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002500,MG P/L,0.0025,,0.00050000,1.00,.00,46.78194,-92.05361
LAKE SUPERIOR,221,2008-09-21 15:40:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003800,MG P/L,0.0038,,0.00050000,12.00,.00,46.78194,-92.05361
LAKE SUPERIOR,221,2008-09-21 15:40:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002500,MG P/L,0.0025,,0.00050000,20.00,.00,46.78194,-92.05361
LAKE SUPERIOR,221,2008-09-21 15:40:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001300,MG P/L,0.0013,,0.00050000,1.00,.00,46.78194,-92.05361
LAKE SUPERIOR,221,2008-09-21 15:40:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001400,MG P/L,0.0014,,0.00050000,12.00,.00,46.78194,-92.05361
LAKE SUPERIOR,221,2008-09-21 15:40:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001300,MG P/L,0.0013,,0.00050000,20.00,.00,46.78194,-92.05361
LAKE SUPERIOR,23,2008-09-17 08:22:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002500,MG P/L,0.0025,,0.00050000,1.00,.00,47.21500,-85.63333
LAKE SUPERIOR,23,2008-09-17 08:22:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002500,MG P/L,0.0025,,0.00050000,21.00,.00,47.21500,-85.63333
LAKE SUPERIOR,23,2008-09-17 08:22:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003200,MG P/L,0.0032,,0.00050000,36.00,.00,47.21500,-85.63333
LAKE SUPERIOR,23,2008-09-17 08:22:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002600,MG P/L,0.0026,,0.00050000,77.00,.00,47.21500,-85.63333
LAKE SUPERIOR,23,2008-09-17 08:22:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002500,MG P/L,0.0025,,0.00050000,116.00,.00,47.21500,-85.63333
LAKE SUPERIOR,23,2008-09-17 08:22:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002400,MG P/L,0.0024,,0.00050000,124.00,.00,47.21500,-85.63333
LAKE SUPERIOR,23,2008-09-17 08:22:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001200,MG P/L,0.0012,,0.00050000,1.00,.00,47.21500,-85.63333
LAKE SUPERIOR,23,2008-09-17 08:22:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001600,MG P/L,0.0016,,0.00050000,21.00,.00,47.21500,-85.63333
LAKE SUPERIOR,23,2008-09-17 08:22:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001400,MG P/L,0.0014,,0.00050000,36.00,.00,47.21500,-85.63333
LAKE SUPERIOR,23,2008-09-17 08:22:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,77.00,.00,47.21500,-85.63333
LAKE SUPERIOR,23,2008-09-17 08:22:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,116.00,.00,47.21500,-85.63333
LAKE SUPERIOR,23,2008-09-17 08:22:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001400,MG P/L,0.0014,,0.00050000,124.00,.00,47.21500,-85.63333
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002500,MG P/L,0.0025,,0.00050000,1.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002500,MG P/L,0.0025,,0.00050000,1.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002600,MG P/L,0.0026,,0.00050000,22.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.007600,MG P/L,0.0076,,0.00050000,31.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002500,MG P/L,0.0025,,0.00050000,91.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002900,MG P/L,0.0029,,0.00050000,93.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002800,MG P/L,0.0028,,0.00050000,101.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.000500,MG P/L,0.0005,<,0.00050000,998.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001600,MG P/L,0.0016,,0.00050000,1.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,1.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001700,MG P/L,0.0017,,0.00050000,22.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001600,MG P/L,0.0016,,0.00050000,31.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,91.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,93.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001800,MG P/L,0.0018,,0.00050000,101.00,.00,47.91667,-84.91306
LAKE SUPERIOR,31,2008-09-17 14:29:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.000500,MG P/L,0.0005,<,0.00050000,998.00,.00,47.91667,-84.91306
LAKE SUPERIOR,39,2008-09-17 19:47:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002200,MG P/L,0.0022,,0.00050000,1.00,.00,47.68722,-85.96667
LAKE SUPERIOR,39,2008-09-17 19:47:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001300,MG P/L,0.0013,,0.00050000,1.00,.00,47.68722,-85.96667
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002300,MG P/L,0.0023,,0.00050000,1.00,.00,47.07528,-86.47361
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002200,MG P/L,0.0022,,0.00050000,16.00,.00,47.07528,-86.47361
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.004200,MG P/L,0.0042,,0.00050000,32.50,.00,47.07528,-86.47361
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003100,MG P/L,0.0031,,0.00050000,49.00,.00,47.07528,-86.47361
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002500,MG P/L,0.0025,,0.00050000,100.00,.00,47.07528,-86.47361
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002500,MG P/L,0.0025,,0.00050000,186.00,.00,47.07528,-86.47361
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003400,MG P/L,0.0034,,0.00050000,194.00,.00,47.07528,-86.47361
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001200,MG P/L,0.0012,,0.00050000,1.00,.00,47.07528,-86.47361
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001200,MG P/L,0.0012,,0.00050000,16.00,.00,47.07528,-86.47361
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001400,MG P/L,0.0014,,0.00050000,32.50,.00,47.07528,-86.47361
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001600,MG P/L,0.0016,,0.00050000,49.00,.00,47.07528,-86.47361
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002100,MG P/L,0.0021,,0.00050000,100.00,.00,47.07528,-86.47361
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002000,MG P/L,0.002,,0.00050000,186.00,.00,47.07528,-86.47361
LAKE SUPERIOR,43,2008-09-24 15:50:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002000,MG P/L,0.002,,0.00050000,194.00,.00,47.07528,-86.47361
LAKE SUPERIOR,5,2008-09-17 01:23:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002500,MG P/L,0.0025,,0.00050000,1.00,.00,46.72667,-84.78778
LAKE SUPERIOR,5,2008-09-17 01:23:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,1.00,.00,46.72667,-84.78778
LAKE SUPERIOR,5,2008-09-25 00:55:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002200,MG P/L,0.0022,,0.00050000,1.00,.00,46.72583,-84.79000
LAKE SUPERIOR,5,2008-09-25 00:55:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001100,MG P/L,0.0011,,0.00050000,1.00,.00,46.72583,-84.79000
LAKE SUPERIOR,50,2008-09-24 11:38:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002600,MG P/L,0.0026,,0.00050000,1.00,.00,46.50528,-86.56750
LAKE SUPERIOR,50,2008-09-24 11:38:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001700,MG P/L,0.0017,,0.00050000,1.00,.00,46.50528,-86.56750
LAKE SUPERIOR,51,2008-09-24 07:34:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002700,MG P/L,0.0027,,0.00050000,1.00,.00,46.51694,-87.33750
LAKE SUPERIOR,51,2008-09-24 07:34:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002600,MG P/L,0.0026,,0.00050000,10.00,.00,46.51694,-87.33750
LAKE SUPERIOR,51,2008-09-24 07:34:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002800,MG P/L,0.0028,,0.00050000,12.50,.00,46.51694,-87.33750
LAKE SUPERIOR,51,2008-09-24 07:34:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003400,MG P/L,0.0034,,0.00050000,16.50,.00,46.51694,-87.33750
LAKE SUPERIOR,51,2008-09-24 07:34:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001300,MG P/L,0.0013,,0.00050000,1.00,.00,46.51694,-87.33750
LAKE SUPERIOR,51,2008-09-24 07:34:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001300,MG P/L,0.0013,,0.00050000,10.00,.00,46.51694,-87.33750
LAKE SUPERIOR,51,2008-09-24 07:34:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001200,MG P/L,0.0012,,0.00050000,12.50,.00,46.51694,-87.33750
LAKE SUPERIOR,51,2008-09-24 07:34:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001600,MG P/L,0.0016,,0.00050000,16.50,.00,46.51694,-87.33750
LAKE SUPERIOR,57,2008-09-24 04:29:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.006300,MG P/L,0.0063,,0.00050000,1.00,.00,46.92722,-87.30306
LAKE SUPERIOR,57,2008-09-24 04:29:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001600,MG P/L,0.0016,,0.00050000,1.00,.00,46.92722,-87.30306
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002700,MG P/L,0.0027,,0.00050000,1.00,.00,47.01667,-88.18222
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003200,MG P/L,0.0032,,0.00050000,1.00,.00,47.01667,-88.18222
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002800,MG P/L,0.0028,,0.00050000,7.00,.00,47.01667,-88.18222
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002600,MG P/L,0.0026,,0.00050000,21.00,.00,47.01667,-88.18222
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002900,MG P/L,0.0029,,0.00050000,35.00,.00,47.01667,-88.18222
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002900,MG P/L,0.0029,,0.00050000,100.00,.00,47.01667,-88.18222
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003100,MG P/L,0.0031,,0.00050000,139.00,.00,47.01667,-88.18222
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003500,MG P/L,0.0035,,0.00050000,147.00,.00,47.01667,-88.18222
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.000500,MG P/L,0.0005,,0.00050000,998.00,.00,47.01667,-88.18222
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001100,MG P/L,0.0011,,0.00050000,1.00,.00,47.01667,-88.18222
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001000,MG P/L,0.001,,0.00050000,1.00,.00,47.01667,-88.18222
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001100,MG P/L,0.0011,,0.00050000,7.00,.00,47.01667,-88.18222
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002300,MG P/L,0.0023,,0.00050000,21.00,.00,47.01667,-88.18222
LAKE SUPERIOR,68,2008-09-23 23:47:00,2008,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001200,MG P/L,0.0012,,0.00050000,35.00,.00,47.01667,-88.18222
